,o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
950,3783,436,F,242713.6,1993-12-06,4-NOT SPECIFIED,Clerk#000000614,0, along the pinto beans. special packages use. regular theo
951,3808,778,F,320547.32,1994-04-24,1-URGENT,Clerk#000000717,0,odolites. blithely ironic cour
952,3809,1474,O,185067.55,1996-05-01,5-LOW,Clerk#000000646,0, regular excuses. even theodolites are fluffily according to t
953,3810,997,F,181248.66,1992-09-17,1-URGENT,Clerk#000000660,0,ters sleep across the carefully final 
954,3811,799,O,215676.13,1998-04-16,3-MEDIUM,Clerk#000000290,0,sits wake slyly abo
955,3812,406,O,98698.11,1996-08-13,3-MEDIUM,Clerk#000000727,0,"al, final requests cajole"
956,3813,1459,O,102438.3,1998-06-29,1-URGENT,Clerk#000000531,0,g the furiously regular instructions
957,3814,1162,P,222423.89,1995-02-22,5-LOW,Clerk#000000669,0, the furiously pending theodo
958,3815,1039,O,18092.99,1997-08-26,1-URGENT,Clerk#000000249,0,es snooze carefully stealth
959,3840,985,O,270240.36,1998-07-17,4-NOT SPECIFIED,Clerk#000000713,0,yly slow theodolites. enticingly 
960,3841,577,F,176161.65,1994-10-05,4-NOT SPECIFIED,Clerk#000000018,0, bold requests sleep quickly ironic packages. sometimes regular deposits nag 
961,3842,269,F,184717.13,1992-04-09,5-LOW,Clerk#000000418,0,silent ideas. final deposits use furiously. blithely express excuses cajole fu
962,3843,85,O,35023.79,1997-01-04,4-NOT SPECIFIED,Clerk#000000693,0,eodolites; slyly unusual accounts nag boldly 
963,3844,784,F,6858.13,1994-12-29,1-URGENT,Clerk#000000686,0,r dolphins. slyly ironic theodolites ag
964,3845,887,F,180711.26,1992-04-26,1-URGENT,Clerk#000000404,0,"es among the pending, regular accounts sleep blithely blithely even de"
965,3846,475,O,168131.67,1998-02-05,2-HIGH,Clerk#000000877,0,y alongside of the slyl
966,3847,337,F,11494.62,1993-03-12,5-LOW,Clerk#000000338,0,uriously even deposits. furiously pe
967,3872,1331,O,269197.14,1996-09-06,5-LOW,Clerk#000000943,0,counts boost slyly against the ironic platelets-- blithely p
968,3873,535,O,127910.27,1998-03-30,4-NOT SPECIFIED,Clerk#000000791,0,express deposits-- even ideas 
969,3874,1186,F,85524.46,1993-06-09,3-MEDIUM,Clerk#000000208,0,ular asymptotes sleep blithely ironic ideas. blithel
970,3875,1177,O,93803.5,1997-09-10,1-URGENT,Clerk#000000587,0, solve among the fluffily even 
971,3876,283,O,113879.01,1996-08-02,5-LOW,Clerk#000000708,0,into beans. blithely
972,3877,164,F,239783.44,1993-05-21,5-LOW,Clerk#000000652,0,foxes. thinly bold reques
973,3878,866,O,90013.77,1997-03-23,1-URGENT,Clerk#000000314,0,"e carefully regular platelets. special, express dependencies slee"
974,3879,1408,O,100898.76,1995-11-23,1-URGENT,Clerk#000000231,0,sts along the quickly ironic sentiments cajole carefully according to t
975,3904,1483,O,58126.35,1997-11-15,4-NOT SPECIFIED,Clerk#000000883,0,sits haggle furiously across the requests. theodolites ha
976,3905,211,F,55580.47,1993-12-21,4-NOT SPECIFIED,Clerk#000000573,0,usly even accounts lose quietly above the slyly express p
977,3906,443,F,208585.62,1992-05-28,3-MEDIUM,Clerk#000000867,0,ironic theodolites haggle blithely above the final re
978,3907,661,F,318521.56,1992-08-19,3-MEDIUM,Clerk#000000084,0,gular pinto beans sleep f
979,3908,412,F,100534.13,1993-03-09,3-MEDIUM,Clerk#000000490,0,ounts cajole. regularly
980,3909,206,O,133975.94,1998-07-27,1-URGENT,Clerk#000000980,0,"nic, special theodolites sleep furiously! furiously "
981,3910,629,O,70759.37,1996-08-26,3-MEDIUM,Clerk#000000270,0,ickly. furiously final packag
982,3911,89,P,45445.54,1995-03-17,4-NOT SPECIFIED,Clerk#000000818,0,he fluffily final forges haggle slyly according to the blithely
983,3936,314,O,255569.92,1996-11-07,2-HIGH,Clerk#000000200,0,iously express packages engage slyly fina
984,3937,935,O,254234.45,1997-11-30,4-NOT SPECIFIED,Clerk#000000189,0,ckages boost carefully blithely q
985,3938,298,F,65808.22,1993-03-03,1-URGENT,Clerk#000000199,0,". unusual, final foxes haggle"
986,3939,682,O,12318.56,1996-01-11,5-LOW,Clerk#000000647,0,ly ruthlessly silent requests. blithely regular requests haggle blithely wh
987,3940,1495,O,180309.76,1996-02-14,5-LOW,Clerk#000000363,0,e above the ideas. quickly even dependencies along the blithely ir
988,3941,1354,O,114660.33,1996-08-29,2-HIGH,Clerk#000000503,0,gular theodolites integrate quickly 
989,3942,754,F,56198.29,1993-06-28,4-NOT SPECIFIED,Clerk#000000608,0,eas cajole bold requests. idly silent instructions 
990,3943,397,O,87171.39,1996-10-09,5-LOW,Clerk#000000482,0,se alongside of the final pinto beans. regular packages boost across the ca
991,3968,242,O,166197.28,1997-02-17,4-NOT SPECIFIED,Clerk#000000431,0, the slyly special accounts; 
992,3969,512,O,269722.89,1997-05-14,2-HIGH,Clerk#000000731,0,uriously final dependencies slee
993,3970,751,F,185828.35,1992-03-27,3-MEDIUM,Clerk#000000190,0,luffily furiously regular deposits. blithely special requests cajole blithely
994,3971,1033,O,88799.11,1996-06-28,5-LOW,Clerk#000000287,0,alongside of the instructions ought to are 
995,3972,1225,F,2750.56,1994-04-21,3-MEDIUM,Clerk#000000049,0,"y regular requests haggle quickly. pending, express acco"
996,3973,1018,F,112002.24,1992-03-24,4-NOT SPECIFIED,Clerk#000000114,0,somas according to the quickly even instructions wake fu
997,3974,931,O,74431.82,1996-03-05,4-NOT SPECIFIED,Clerk#000000938,0,deposits are furiously beneath the bl
998,3975,1175,O,57733.07,1995-04-11,3-MEDIUM,Clerk#000000016,0,"ts. regular, regular Tiresias play furiously. ironi"
999,4000,697,F,142251.94,1992-01-04,5-LOW,Clerk#000000339,0,"le carefully closely even pinto beans. regular, ironic foxes against the"
1000,4001,1141,O,116208.23,1997-05-15,3-MEDIUM,Clerk#000000878,0,detect. asymptotes sleep furio
1001,4002,1036,O,102892.7,1997-04-08,5-LOW,Clerk#000000097,0, regular braids are. furiously even patterns agains
1002,4003,1102,F,26116.74,1993-01-27,1-URGENT,Clerk#000000177,0, blithe theodolites are slyly. slyly silent accounts toward
1003,4004,683,F,302888.59,1993-05-07,3-MEDIUM,Clerk#000000273,0,accounts among the blithely regular sentiments 
1004,4005,1394,O,158486.49,1996-11-20,2-HIGH,Clerk#000000341,0,ily according to the slyly iron
1005,4006,343,F,87327.23,1995-01-04,3-MEDIUM,Clerk#000000765,0,ly ironic packages integrate. regular requests alongside of 
1006,4007,80,F,143238.58,1993-06-18,2-HIGH,Clerk#000000623,0,ecial packages. slyly regular accounts integrate 
1007,4032,100,O,78049.89,1998-02-26,3-MEDIUM,Clerk#000000686,0,iresias sleep slyly regular ideas. quickly unusual
1008,4033,830,F,68013.86,1993-06-02,5-LOW,Clerk#000000181,0,ously bold instructions haggle furiously above the fluf
1009,4034,925,F,282204.87,1993-11-14,4-NOT SPECIFIED,Clerk#000000548,0,"ts x-ray. express requests affix fluffily regular theodolites. pending, fina"
1010,4035,1165,F,35308.69,1992-02-19,5-LOW,Clerk#000000097,0,he ironic deposits sleep blith
1011,4036,469,O,98412.41,1997-04-26,3-MEDIUM,Clerk#000000398,0,"ly express deposits nag slyly. ironic, final asymptotes boost bra"
1012,4037,1210,F,57520.19,1993-03-24,2-HIGH,Clerk#000000384,0,t carefully above the unusual the
1013,4038,937,O,223001.93,1996-01-06,1-URGENT,Clerk#000000272,0,re slyly. silent requests wake quickly. regular packages play quickly 
1014,4039,281,O,201017.09,1997-11-16,1-URGENT,Clerk#000000358,0,ly ironic deposits. ironic reques
1015,4064,1288,O,231293.88,1996-10-10,4-NOT SPECIFIED,Clerk#000000598,0,ccounts. furiously unusual theodolites wake carefully about
1016,4065,794,F,200609.19,1994-06-09,1-URGENT,Clerk#000000131,0,even foxes! slyly final deposits agai
1017,4066,313,O,250572.93,1997-01-27,4-NOT SPECIFIED,Clerk#000000286,0,yly ironic dinos. quickly regular accounts haggle. requests wa
1018,4067,145,F,232299.26,1992-10-07,2-HIGH,Clerk#000000027,0,tes boost furiously quick asymptotes. final deposits of the dolphins solv
1019,4068,1250,O,86200.64,1996-09-18,3-MEDIUM,Clerk#000000203,0,lly even accounts wake furiously across the unusual platelets. unusu
1020,4069,727,F,286148.59,1992-05-13,3-MEDIUM,Clerk#000000359,0,deposits: slyly bold ideas detect furiously. f
1021,4070,284,O,133677.58,1995-06-12,2-HIGH,Clerk#000000713,0,xpress ideas poach ab
1022,4071,1462,O,75727.31,1996-09-15,4-NOT SPECIFIED,Clerk#000000486,0,nal deposits. pending deposits d
1023,4096,1378,F,100856.31,1992-07-03,4-NOT SPECIFIED,Clerk#000000706,0,sits. quickly thin deposits x-ray blith
1024,4097,85,O,218589.15,1996-05-24,1-URGENT,Clerk#000000475,0,ickly under the even accounts. even packages after the furiously express
1025,4098,221,O,83587.82,1996-11-05,4-NOT SPECIFIED,Clerk#000000491,0,otes. quickly final requests after the stealthily ironic pinto bean
1026,4099,161,F,297452.57,1992-08-21,1-URGENT,Clerk#000000379,0,r platelets. slyly regular requests cajole carefully against the
1027,4100,22,O,6545.02,1996-03-12,3-MEDIUM,Clerk#000000429,0,posits. carefully unusual packages use pending deposits. regular she
1028,4101,1417,F,22280.28,1993-11-22,4-NOT SPECIFIED,Clerk#000000704,0,"y around the express, careful epitaphs. accounts use fluffily. quickly p"
1029,4102,208,O,166220.63,1996-03-17,1-URGENT,Clerk#000000675,0,nding dependencies was slyly about the bl
1030,4103,1048,F,64531.68,1992-07-03,5-LOW,Clerk#000000679,0,fully ironic dependencies.
1031,4128,1390,O,9289.86,1995-10-07,4-NOT SPECIFIED,Clerk#000000635,0,ctions. dependencies from the slyly regular accounts nag slyly fu
1032,4129,317,F,92828.14,1993-06-26,3-MEDIUM,Clerk#000000541,0,nwind. quickly final theodolites use packages. accounts
1033,4130,1033,O,74653.84,1996-03-10,5-LOW,Clerk#000000609,0,omise alongside of the carefully final foxes. blithel
1034,4131,436,O,174653.4,1998-01-30,1-URGENT,Clerk#000000612,0, above the foxes hang 
1035,4132,179,P,88197.43,1995-05-29,4-NOT SPECIFIED,Clerk#000000158,0,"ld asymptotes solve alongside of the express, final packages. fluffily fi"
1036,4133,1001,F,39006.98,1992-08-07,4-NOT SPECIFIED,Clerk#000000268,0,"al, express foxes. quickly pending deposits might cajole alongsi"
1037,4134,961,F,160154.58,1995-01-12,1-URGENT,Clerk#000000171,0,fully even deposits. regular de
1038,4135,361,O,126584.08,1997-03-10,3-MEDIUM,Clerk#000000627,0,ly quietly even ideas. deposits haggle blithely
1039,4160,542,O,110944.85,1996-08-20,5-LOW,Clerk#000000283,0,the carefully special accounts. furiously regular dugouts alongs
1040,4161,1177,F,241960.17,1993-08-21,5-LOW,Clerk#000000047,0,nts. fluffily regular foxes above the quickly daring reques
1041,4162,212,F,125408.74,1992-02-10,5-LOW,Clerk#000000179,0,r packages are slyly accounts. furiously special foxes detect carefully re
1042,4163,628,F,15143.73,1992-12-21,2-HIGH,Clerk#000000268,0, integrate furiously slyly regular depende
1043,4164,940,O,9375.68,1998-07-03,2-HIGH,Clerk#000000720,0," regularly busy theodolites boost furiously quickly bold packages. express, s"
1044,4165,29,O,15785.08,1997-07-25,3-MEDIUM,Clerk#000000621,0,special foxes affix never blithely ironic pinto beans; blithely 
1045,4166,413,F,145533.27,1993-02-28,5-LOW,Clerk#000000757,0,quickly sly forges impress. careful foxes across the blithely even a
1046,4167,262,O,101266.76,1998-06-17,1-URGENT,Clerk#000000917,0,kly furiously even deposits. unu
1047,4192,1453,O,256886.42,1998-04-19,1-URGENT,Clerk#000000369,0,equests above the slyly regular pinto beans unwi
1048,4193,34,F,189411.15,1994-01-09,2-HIGH,Clerk#000000201,0,ng accounts haggle quickly. packages use fluffily ironic excu
1049,4194,1058,F,102889.89,1994-10-16,3-MEDIUM,Clerk#000000385,0," instructions are quickly even pinto beans. courts boost furiously regular, ev"
1050,4195,1037,F,82719.34,1993-05-29,4-NOT SPECIFIED,Clerk#000000777,0, pinto beans cajole furiously theodolites-- slyly regular deposits doub
1051,4196,1058,O,280403.32,1998-05-15,3-MEDIUM,Clerk#000000532,0,affix carefully. quickly final requests 
1052,4197,919,O,294678.85,1996-08-13,4-NOT SPECIFIED,Clerk#000000264,0, pinto beans according
1053,4198,1429,O,135740.09,1997-06-16,3-MEDIUM,Clerk#000000583,0,g the special packages haggle pen
1054,4199,41,F,40988.2,1992-02-13,1-URGENT,Clerk#000000309,0,e blithely. special deposits haggle slyly final foxes. carefully even
1055,4224,689,O,237454.7,1997-07-14,1-URGENT,Clerk#000000034,0,jole quickly final dolphins. slyly pending foxes wake furiously bold pl
1056,4225,1277,O,126532.76,1997-06-03,3-MEDIUM,Clerk#000000992,0,"r the platelets nag among the special deposits. ironic, ironic re"
1057,4226,919,F,48595.07,1993-03-09,5-LOW,Clerk#000000203,0,phins wake slyly regular packages. deposits haggle slowl
1058,4227,1318,F,127357.75,1995-02-24,1-URGENT,Clerk#000000063,0,ng the requests; ideas haggle fluffily. slyly unusual ideas c
1059,4228,1100,O,27801.89,1997-03-28,5-LOW,Clerk#000000309,0,pecial requests aft
1060,4229,133,O,115394.17,1998-03-03,1-URGENT,Clerk#000000301,0,p furiously: final excuses hagg
1061,4230,1396,F,318270.36,1992-03-04,1-URGENT,Clerk#000000364,0,lly ironic deposits integrate carefully about the fu
1062,4231,859,O,139085.25,1997-11-20,4-NOT SPECIFIED,Clerk#000000630,0,ly final accounts cajole furiously accounts. bravely ironic platelets am
1063,4256,1178,F,30843.69,1992-04-05,4-NOT SPECIFIED,Clerk#000000043,0,y alongside of the fluffily iro
1064,4257,163,P,49760.53,1995-03-25,3-MEDIUM,Clerk#000000682,0,r ideas cajole along the blithely regular gifts.
1065,4258,916,O,184702.51,1996-10-27,4-NOT SPECIFIED,Clerk#000000364,0,efully final platelets around the blit
1066,4259,1037,O,18170.62,1997-10-09,5-LOW,Clerk#000000781,0,es snooze slyly against the furiously unusual ideas. furious
1067,4260,1418,F,22789.85,1992-05-16,4-NOT SPECIFIED,Clerk#000000919,0,e among the fluffily bold accounts.
1068,4261,1174,F,114623.71,1992-10-03,1-URGENT,Clerk#000000662,0," about the even, pending packages. slyly bold deposits boost"
1069,4262,868,O,278346.38,1996-08-04,3-MEDIUM,Clerk#000000239,0, of the furious accounts. furiously regular accounts w
1070,4263,25,O,200998.16,1998-03-16,1-URGENT,Clerk#000000265,0,sly ruthless deposits. final packages are instructions. fu
1071,4288,340,F,94099.0,1992-12-04,4-NOT SPECIFIED,Clerk#000000823,0,usly carefully even theodolites: slyly express pac
1072,4289,1246,F,35192.89,1993-10-07,3-MEDIUM,Clerk#000000912,0,e carefully close instructions. slyly special reques
1073,4290,407,F,33841.66,1995-01-15,3-MEDIUM,Clerk#000000688,0, slyly quickly bold requests. final deposits haggle pending ideas! som
1074,4291,881,F,81411.97,1993-11-29,3-MEDIUM,Clerk#000000655,0, sleep fluffily between the bold packages. bold
1075,4292,244,F,177630.99,1992-01-09,3-MEDIUM,Clerk#000000794,0, ruthlessly. slyly bo
1076,4293,1028,O,319796.01,1996-08-20,2-HIGH,Clerk#000000750,0,ly packages. regular packages nag according to t
1077,4294,487,F,320119.78,1992-08-15,3-MEDIUM,Clerk#000000407,0,ng pinto beans breach. slyly express requests bo
1078,4295,43,O,115056.47,1996-02-10,3-MEDIUM,Clerk#000000023,0,e boldly bold dependencies
1079,4320,1144,O,101740.0,1996-12-08,4-NOT SPECIFIED,Clerk#000000223,0,ages haggle after the slowly bold se
1080,4321,151,F,176680.44,1994-07-18,3-MEDIUM,Clerk#000000041,0,ending deposits are carefully carefully regular packa
1081,4322,1412,O,206843.22,1998-03-13,3-MEDIUM,Clerk#000000433,0,totes nag across the fluffily special instructions. quickly silent hockey 
1082,4323,1036,F,27690.06,1994-01-23,2-HIGH,Clerk#000000282,0,"lve after the slyly regular multipliers. even, regular excus"
1083,4324,713,O,264556.68,1995-07-17,1-URGENT,Clerk#000000800,0,ccounts. slyly stealthy requests shall have t
1084,4325,1294,O,28574.21,1996-07-18,2-HIGH,Clerk#000000591,0,y around the always ev
1085,4326,286,O,57111.99,1996-10-27,4-NOT SPECIFIED,Clerk#000000869,0,packages. carefully express deposit
1086,4327,1456,P,174336.63,1995-03-16,2-HIGH,Clerk#000000571,0,yly pending braids. final requests abo
1087,4352,136,O,17780.78,1997-11-26,2-HIGH,Clerk#000000620,0,ly final platelets integrate carefully even requ
1088,4353,721,O,40333.36,1997-12-12,2-HIGH,Clerk#000000790,0,uickly even ideas cajole
1089,4354,1436,F,245015.68,1994-09-30,4-NOT SPECIFIED,Clerk#000000046,0,pending notornis. requests serve 
1090,4355,28,O,231360.69,1996-11-16,1-URGENT,Clerk#000000362,0,ndencies use furiously across the regular 
1091,4356,961,F,66973.45,1994-04-11,5-LOW,Clerk#000000956,0, asymptotes sleep blithely. asymptotes sleep. blithely regul
1092,4357,461,O,105145.58,1997-10-23,4-NOT SPECIFIED,Clerk#000000031,0,ages nag between the
1093,4358,236,O,51989.52,1997-08-12,1-URGENT,Clerk#000000692,0,according to the fluffily special asymptotes 
1094,4359,142,F,163691.4,1993-03-03,1-URGENT,Clerk#000000393,0,"sts. special, unusual deposits across the ironic theodo"
1095,4384,241,F,92211.63,1992-07-13,1-URGENT,Clerk#000000192,0,onic platelets. furiously regular asymptotes according to the special pac
1096,4385,1217,O,39190.62,1996-08-06,2-HIGH,Clerk#000000597,0,"ully final requests. ironic, even dolphins above the regular "
1097,4386,610,O,164103.41,1998-02-06,5-LOW,Clerk#000000070,0," dolphins. silent, idle pinto beans "
1098,4387,1091,O,153390.55,1995-10-23,1-URGENT,Clerk#000000025,0,"ter the regular pinto beans. special, final gifts above the requests wi"
1099,4388,97,O,114701.49,1996-03-28,2-HIGH,Clerk#000000715,0,ts wake against the carefully final accounts. sly
1100,4389,541,F,167744.85,1994-05-05,3-MEDIUM,Clerk#000000403,0,wly express excuses after the permanently even instructions are
1101,4390,53,P,197545.62,1995-05-23,1-URGENT,Clerk#000000691,0,inal pinto beans. exp
1102,4391,379,F,78494.42,1992-02-18,2-HIGH,Clerk#000000880,0,regular accounts. even depo
1103,4416,1481,F,111380.89,1992-06-30,5-LOW,Clerk#000000391,0, deposits. ideas cajole express theodolites: 
1104,4417,670,O,109268.75,1998-07-09,1-URGENT,Clerk#000000365,0,ideas are alongside of the blithely final reque
1105,4418,599,F,62464.13,1993-03-25,3-MEDIUM,Clerk#000000731,0,pecial pinto beans. close foxes affix iron
1106,4419,1033,O,106015.25,1996-06-12,4-NOT SPECIFIED,Clerk#000000410,0,ages wake furiously slyly thin theodolit
1107,4420,1090,F,6531.42,1994-06-18,1-URGENT,Clerk#000000706,0,"lly bold deposits along the bold, pending foxes detect blithely after the acco"
1108,4421,85,O,401055.62,1997-04-04,3-MEDIUM,Clerk#000000246,0,t the pending warhorses. express waters a
1109,4422,682,P,137446.09,1995-05-22,3-MEDIUM,Clerk#000000938,0,"ly bold accounts sleep special, regular foxes. doggedly regular in"
1110,4423,635,F,6952.95,1995-02-17,5-LOW,Clerk#000000888,0,excuses are ruthless
1111,4448,685,O,202506.72,1998-05-21,2-HIGH,Clerk#000000428,0,. deposits haggle around the silent packages; slyly unusual packages
1112,4449,86,O,62361.39,1998-02-08,5-LOW,Clerk#000000035,0,ourts are carefully even deposits. pending 
1113,4450,1060,O,179497.92,1997-07-15,1-URGENT,Clerk#000000867,0,quests boost. furiously even realms are blithely bold requests. bl
1114,4451,26,F,137267.09,1994-10-01,1-URGENT,Clerk#000000181,0,. carefully final foxes along the quickly express T
1115,4452,122,F,65330.93,1994-06-21,5-LOW,Clerk#000000985,0,"oxes are slyly. express, ironic pinto beans wake after the quickly pending re"
1116,4453,643,O,180326.79,1997-04-01,3-MEDIUM,Clerk#000000603,0,ages could have to nag slyly furiously even asymptotes! slowly regular 
1117,4454,1409,F,237490.06,1994-02-02,5-LOW,Clerk#000000411,0,uriously regular pint
1118,4455,172,F,135599.42,1993-10-11,3-MEDIUM,Clerk#000000924,0,even requests. bravely regular foxes according to the carefully unusual 
1119,4480,832,F,27861.42,1994-03-31,4-NOT SPECIFIED,Clerk#000000534,0,"press, bold deposits boost blit"
1120,4481,1468,O,108087.11,1996-03-30,5-LOW,Clerk#000000443,0,press sheaves cajole furio
1121,4482,808,P,112095.89,1995-05-15,4-NOT SPECIFIED,Clerk#000000534,0,ravely bold accounts. furiously ironic instructions affix quickly. pend
1122,4483,505,F,161222.4,1992-03-07,3-MEDIUM,Clerk#000000615,0,its. blithely idle accounts run; theodolites wake carefully around the fi
1123,4484,1304,O,287136.09,1996-12-24,1-URGENT,Clerk#000000392,0,ct across the pinto beans. quickly pending excuses engage furiously.
1124,4485,524,F,235145.28,1994-11-13,3-MEDIUM,Clerk#000000038,0,es wake slyly even packages. blithely brave requests nag above the regul
1125,4486,367,O,215821.93,1998-03-03,2-HIGH,Clerk#000000656,0,ffily according to the carefully pending acc
1126,4487,446,F,140035.87,1993-02-23,3-MEDIUM,Clerk#000000017,0,s up the never pending excuses wake furiously special pinto beans. furiously i
1127,4512,683,O,193312.17,1995-10-25,5-LOW,Clerk#000000393,0,ending instructions maintain fu
1128,4513,832,O,177644.71,1996-03-15,5-LOW,Clerk#000000154,0,"ests. final, final ideas"
1129,4514,967,F,222536.94,1994-04-30,3-MEDIUM,Clerk#000000074,0,deposits according to the carefull
1130,4515,1397,F,209521.83,1992-03-17,1-URGENT,Clerk#000000191,0,quests among the accounts sleep boldly about the regular f
1131,4516,1294,F,53669.59,1994-03-29,3-MEDIUM,Clerk#000000739,0,ing packages sleep slyly regular attainments
1132,4517,1129,O,66970.94,1998-03-07,4-NOT SPECIFIED,Clerk#000000231,0,uriously final deposits doze furiously furiously reg
1133,4518,1246,O,35494.27,1997-05-01,3-MEDIUM,Clerk#000000187,0,luffily against the spec
1134,4519,1343,F,110005.32,1993-03-30,4-NOT SPECIFIED,Clerk#000000938,0,ccording to the final 
1135,4544,1117,O,205337.52,1997-08-07,3-MEDIUM,Clerk#000000435,0,g dependencies dazzle slyly ironic somas. carefu
1136,4545,586,F,191746.13,1993-01-17,4-NOT SPECIFIED,Clerk#000000303,0,ep. requests use sly
1137,4546,418,O,55946.84,1995-07-29,5-LOW,Clerk#000000373,0,"ns sleep. regular, regular instructions maintai"
1138,4547,1082,F,73135.94,1993-08-23,3-MEDIUM,Clerk#000000519,0,uctions thrash platelets. slyly final foxes wake slyly against th
1139,4548,1265,O,181682.48,1996-06-28,5-LOW,Clerk#000000798,0, in place of the blithely express sentiments haggle slyly r
1140,4549,638,O,61843.03,1998-03-05,4-NOT SPECIFIED,Clerk#000000965,0,ully even deposits dazzle. fluffily pending ideas against the requests
1141,4550,1177,F,41533.95,1994-12-29,2-HIGH,Clerk#000000748,0,s haggle carefully acco
1142,4551,1090,O,124682.71,1996-02-09,2-HIGH,Clerk#000000462,0,ts. slyly quick theodolite
1143,4576,1381,O,87420.18,1996-08-14,5-LOW,Clerk#000000798,0,e pending deposits. 
1144,4577,785,O,165340.0,1998-05-02,5-LOW,Clerk#000000409,0,ly. unusual platelets are alw
1145,4578,893,F,142392.37,1992-09-13,5-LOW,Clerk#000000121,0, to the furiously ironic instructions? furiou
1146,4579,1042,O,125085.8,1995-12-01,2-HIGH,Clerk#000000951,0,its wake quickly blithely specia
1147,4580,805,F,170320.34,1993-11-15,4-NOT SPECIFIED,Clerk#000000086,0,rs wake blithely regular requests. fluffily ev
1148,4581,778,F,119792.47,1992-09-04,4-NOT SPECIFIED,Clerk#000000687,0,ges. carefully pending accounts use furiously abo
1149,4582,184,O,30356.19,1996-07-04,1-URGENT,Clerk#000000638,0,g the furiously regular pac
1150,4583,217,F,325377.79,1994-09-25,3-MEDIUM,Clerk#000000240,0,equests. slyly even platelets was qui
1151,4608,796,F,237969.57,1994-06-17,1-URGENT,Clerk#000000259,0,y even instructions detect slyly asymptotes. blithely final packa
1152,4609,1325,O,92624.01,1996-12-05,3-MEDIUM,Clerk#000000239,0,hang slyly slyly expre
1153,4610,259,F,204812.77,1993-06-18,5-LOW,Clerk#000000616,0,e carefully express pinto
1154,4611,286,F,263391.24,1993-01-10,2-HIGH,Clerk#000000152,0,. furiously regular instructions haggle dolphins. even instructions det
1155,4612,604,F,105777.2,1993-09-20,3-MEDIUM,Clerk#000000397,0,bove the deposits. even deposits dazzle. slyly express packages haggle sl
1156,4613,1315,O,265437.03,1998-03-05,3-MEDIUM,Clerk#000000541,0,furiously blithely pending dependen
1157,4614,596,O,187916.73,1996-04-22,1-URGENT,Clerk#000000974,0, sauternes wake thinly special accounts. fur
1158,4615,286,F,19198.41,1993-08-27,3-MEDIUM,Clerk#000000982,0,jole after the fluffily pending foxes. packages affix carefully acco
1159,4640,955,O,110296.53,1996-01-01,5-LOW,Clerk#000000902,0,requests. deposits do detect above the blithely iron
1160,4641,1334,F,165285.2,1993-01-20,4-NOT SPECIFIED,Clerk#000000755,0,"ronic, final requests integrate slyly: specia"
1161,4642,1474,F,187642.74,1995-02-27,1-URGENT,Clerk#000000295,0,"cial requests wake carefully around the regular, unusual ideas. furi"
1162,4643,667,O,84614.35,1995-06-30,2-HIGH,Clerk#000000292,0,"ously regular packages. unusual, special platel"
1163,4644,935,O,127086.51,1998-01-17,5-LOW,Clerk#000000961,0,requests. fluffily even ideas bo
1164,4645,434,F,329585.38,1994-09-20,1-URGENT,Clerk#000000764,0,fully even instructions. final gifts sublate quickly final requests. bl
1165,4646,826,O,179979.78,1996-06-18,1-URGENT,Clerk#000000036,0,n place of the blithely qu
1166,4647,265,F,147711.77,1994-05-14,3-MEDIUM,Clerk#000000626,0,out the deposits. slyly final pinto beans haggle idly. slyly s
1167,4672,788,O,303147.86,1995-11-07,1-URGENT,Clerk#000000475,0,lyly final dependencies caj
1168,4673,820,O,56339.98,1996-08-13,4-NOT SPECIFIED,Clerk#000000914,0,c deposits are slyly. bravely ironic deposits cajole carefully after the 
1169,4674,364,F,160248.9,1994-04-19,1-URGENT,Clerk#000000122,0,careful hockey players. carefully pending deposits caj
1170,4675,860,F,100736.18,1993-11-25,4-NOT SPECIFIED,Clerk#000000741,0,al deposits haggle slyly final
1171,4676,133,O,221378.75,1995-09-01,2-HIGH,Clerk#000000407,0,s. slyly bold accounts sleep furiously special
1172,4677,382,O,29459.53,1998-02-21,3-MEDIUM,Clerk#000000245,0,ly pending deposits after the carefully regular foxes sleep blithely after t
1173,4678,866,O,191622.17,1998-08-02,4-NOT SPECIFIED,Clerk#000000175,0,side of the bold platelets detect slyly blithely ironic e
1174,4679,865,F,11866.57,1993-01-20,2-HIGH,Clerk#000000905,0,ely regular accounts affix slyly. final dolphins are. furiously final de
1175,4704,13,O,101152.73,1996-08-16,4-NOT SPECIFIED,Clerk#000000256,0,lithely final requests about the fluffily regular 
1176,4705,979,F,248055.57,1992-03-22,4-NOT SPECIFIED,Clerk#000000522,0, special instructions poa
1177,4706,238,F,144370.16,1992-12-29,4-NOT SPECIFIED,Clerk#000000722,0, packages above the never regular packages nag packages. deposits c
1178,4707,893,F,74828.14,1995-02-27,2-HIGH,Clerk#000000943,0,ully enticing accounts behind the regular
1179,4708,832,F,96314.41,1994-10-01,1-URGENT,Clerk#000000383,0,ly thinly even accounts. unusu
1180,4709,256,O,69810.47,1996-01-08,3-MEDIUM,Clerk#000000785,0,he furiously even deposits! ironic theodolites haggle blithely. r
1181,4710,985,F,120729.41,1994-12-08,4-NOT SPECIFIED,Clerk#000000734,0,"the final, regular foxes. carefully ironic pattern"
