,l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment
183,166,451,81,4,8,10811.6,0.05,0.02,N,O,1995-12-30,1995-11-29,1996-01-29,DELIVER IN PERSON,RAIL,e carefully bold 
184,167,1012,13,1,28,25564.28,0.06,0.01,R,F,1993-02-19,1993-02-16,1993-03-03,DELIVER IN PERSON,TRUCK,sly during the u
185,167,1716,59,2,27,43678.17,0.09,0.0,R,F,1993-05-01,1993-03-31,1993-05-31,TAKE BACK RETURN,FOB,eans affix furiously-- packages
186,192,971,40,1,23,43055.31,0.0,0.0,N,O,1998-02-05,1998-02-06,1998-03-07,TAKE BACK RETURN,AIR,ly pending theodolites haggle quickly fluf
187,192,1614,38,2,20,30312.2,0.07,0.01,N,O,1998-03-13,1998-02-02,1998-03-31,TAKE BACK RETURN,REG AIR,tes. carefu
188,192,1103,76,3,15,15061.5,0.09,0.01,N,O,1998-01-30,1998-02-10,1998-02-23,TAKE BACK RETURN,TRUCK,he ironic requests haggle about
189,192,1964,97,4,2,3731.92,0.06,0.02,N,O,1998-03-06,1998-02-03,1998-03-24,COLLECT COD,SHIP,s. dependencies nag furiously alongside
190,192,830,97,5,25,43270.75,0.02,0.03,N,O,1998-02-15,1998-01-11,1998-03-17,COLLECT COD,TRUCK,. carefully regular
191,192,1411,51,6,45,59058.45,0.0,0.05,N,O,1998-03-11,1998-01-09,1998-04-03,NONE,MAIL,equests. ideas sleep idea
192,193,927,62,1,9,16451.28,0.06,0.06,A,F,1993-09-17,1993-10-08,1993-09-30,COLLECT COD,TRUCK,against the fluffily regular d
193,193,1540,61,2,15,21623.1,0.02,0.07,R,F,1993-11-22,1993-10-09,1993-12-05,TAKE BACK RETURN,SHIP,ffily. regular packages d
194,193,939,74,3,23,42318.39,0.06,0.05,A,F,1993-08-21,1993-10-11,1993-09-02,DELIVER IN PERSON,TRUCK,ly even accounts wake blithely bold
195,194,26,52,1,17,15742.34,0.05,0.04,R,F,1992-05-24,1992-05-22,1992-05-30,COLLECT COD,AIR, regular deposi
196,194,1836,80,2,1,1737.83,0.04,0.06,R,F,1992-04-30,1992-05-18,1992-05-23,NONE,REG AIR," regular theodolites. regular, iron"
197,194,660,54,3,13,20288.58,0.08,0.08,A,F,1992-05-07,1992-06-18,1992-05-10,NONE,AIR,about the blit
198,194,1452,53,4,36,48724.2,0.0,0.05,R,F,1992-05-21,1992-05-18,1992-05-27,TAKE BACK RETURN,RAIL,pecial packages wake after the slyly r
199,194,562,23,5,8,11700.48,0.04,0.0,R,F,1992-07-06,1992-06-25,1992-07-11,COLLECT COD,FOB,uriously unusual excuses
200,194,1490,30,6,16,22263.84,0.06,0.03,A,F,1992-05-14,1992-06-14,1992-05-21,TAKE BACK RETURN,TRUCK,y regular requests. furious
201,194,1679,21,7,21,33194.07,0.02,0.01,R,F,1992-05-06,1992-05-20,1992-05-07,COLLECT COD,REG AIR,accounts detect quickly dogged 
202,195,846,13,1,6,10481.04,0.04,0.02,A,F,1994-01-09,1994-03-27,1994-01-28,COLLECT COD,REG AIR,"y, even deposits haggle carefully. bli"
203,195,939,42,2,41,75437.13,0.05,0.07,A,F,1994-02-24,1994-02-11,1994-03-20,NONE,TRUCK,rts detect in place of t
204,195,855,89,3,34,59698.9,0.08,0.08,R,F,1994-01-31,1994-02-11,1994-02-12,NONE,TRUCK, cajole furiously bold i
205,195,855,89,4,41,71989.85,0.06,0.04,R,F,1994-03-14,1994-03-13,1994-04-09,COLLECT COD,RAIL,ggle fluffily foxes. fluffily ironic ex
206,196,1351,28,1,19,23794.65,0.03,0.02,R,F,1993-04-17,1993-05-27,1993-04-30,NONE,SHIP,sts maintain foxes. furiously regular p
207,196,99,25,2,15,14986.35,0.03,0.04,A,F,1993-07-05,1993-05-08,1993-07-06,TAKE BACK RETURN,SHIP,s accounts. furio
208,197,985,20,1,39,73553.22,0.02,0.04,N,O,1995-07-21,1995-07-01,1995-08-14,TAKE BACK RETURN,AIR,press accounts. daringly sp
209,197,1772,15,2,8,13390.16,0.09,0.02,A,F,1995-04-17,1995-07-01,1995-04-27,DELIVER IN PERSON,SHIP,y blithely even deposits. blithely fina
210,197,1559,100,3,17,24829.35,0.06,0.02,N,O,1995-08-02,1995-06-23,1995-08-03,COLLECT COD,REG AIR,ts. careful
211,197,180,33,4,25,27004.5,0.04,0.01,N,F,1995-06-13,1995-05-23,1995-06-24,TAKE BACK RETURN,FOB,s-- quickly final accounts
212,197,415,45,5,14,18415.74,0.09,0.01,R,F,1995-05-08,1995-05-24,1995-05-12,TAKE BACK RETURN,RAIL,use slyly slyly silent depo
213,197,1059,30,6,1,960.05,0.07,0.05,N,O,1995-07-15,1995-06-21,1995-08-11,COLLECT COD,RAIL," even, thin dependencies sno"
214,198,561,62,1,33,48231.48,0.07,0.02,N,O,1998-01-05,1998-03-20,1998-01-10,TAKE BACK RETURN,TRUCK,carefully caref
215,198,153,80,2,20,21063.0,0.03,0.0,N,O,1998-01-15,1998-03-31,1998-01-25,DELIVER IN PERSON,FOB,carefully final escapades a
216,198,1481,60,3,15,20737.2,0.04,0.02,N,O,1998-04-12,1998-02-26,1998-04-15,COLLECT COD,MAIL,es. quickly pending deposits s
217,198,104,31,4,35,35143.5,0.08,0.02,N,O,1998-02-27,1998-03-23,1998-03-14,TAKE BACK RETURN,RAIL,ests nod quickly furiously sly pinto be
218,198,1020,21,5,33,30393.66,0.02,0.01,N,O,1998-03-22,1998-03-12,1998-04-14,DELIVER IN PERSON,SHIP,ending foxes acr
219,199,1321,36,1,50,61116.0,0.02,0.0,N,O,1996-06-12,1996-06-03,1996-07-04,DELIVER IN PERSON,MAIL,essly regular ideas boost sly
220,199,1340,41,2,30,37240.2,0.08,0.05,N,O,1996-03-27,1996-05-29,1996-04-14,NONE,TRUCK,ilent packages doze quickly. thinly 
221,224,1502,3,1,16,22456.0,0.04,0.0,A,F,1994-08-01,1994-07-30,1994-08-27,DELIVER IN PERSON,MAIL,y unusual foxes 
222,224,1087,23,2,34,33594.72,0.04,0.08,R,F,1994-07-13,1994-08-25,1994-07-31,COLLECT COD,TRUCK, carefully. final platelets 
223,224,1900,30,3,41,73877.9,0.07,0.04,A,F,1994-09-01,1994-09-15,1994-09-02,TAKE BACK RETURN,SHIP,after the furiou
224,224,1664,47,4,12,18787.92,0.08,0.06,R,F,1994-10-12,1994-08-29,1994-10-20,DELIVER IN PERSON,MAIL,uriously regular packages. slyly fina
225,224,939,8,5,45,82796.85,0.07,0.07,R,F,1994-08-14,1994-09-02,1994-08-27,COLLECT COD,AIR,leep furiously regular requests. furiousl
226,224,501,92,6,4,5606.0,0.02,0.0,R,F,1994-09-08,1994-08-24,1994-10-04,DELIVER IN PERSON,FOB,tructions 
227,225,1720,21,1,4,6486.88,0.09,0.07,N,O,1995-08-05,1995-08-19,1995-09-03,TAKE BACK RETURN,SHIP,ng the ironic packages. asymptotes among 
228,225,1306,21,2,3,3621.9,0.0,0.08,N,O,1995-07-25,1995-07-08,1995-08-17,DELIVER IN PERSON,REG AIR, fluffily about the carefully bold a
229,225,1983,72,3,45,84824.1,0.06,0.01,N,O,1995-08-17,1995-08-20,1995-08-30,TAKE BACK RETURN,FOB,the slyly even platelets use aro
230,225,1461,1,4,24,32699.04,0.0,0.06,N,O,1995-09-23,1995-08-05,1995-10-16,COLLECT COD,MAIL,ironic accounts are final account
231,225,76,52,5,31,30258.17,0.04,0.06,N,O,1995-06-21,1995-07-24,1995-07-04,TAKE BACK RETURN,FOB,special platelets. quickly r
232,225,1319,34,6,12,14643.72,0.0,0.0,A,F,1995-06-04,1995-07-15,1995-06-08,COLLECT COD,MAIL, unusual requests. bus
233,225,1413,31,7,44,57834.04,0.1,0.06,N,O,1995-09-22,1995-08-16,1995-10-22,NONE,REG AIR,leep slyly 
234,226,970,5,1,4,7483.88,0.0,0.0,R,F,1993-03-31,1993-04-30,1993-04-10,NONE,TRUCK,c foxes integrate carefully against th
235,226,1379,94,2,46,58897.02,0.06,0.01,A,F,1993-07-06,1993-04-24,1993-07-13,COLLECT COD,FOB,s. carefully bold accounts cajol
236,226,374,59,3,35,44602.95,0.09,0.03,A,F,1993-03-31,1993-05-18,1993-04-01,NONE,RAIL,"osits cajole. final, even foxes a"
237,226,407,95,4,45,58833.0,0.1,0.02,R,F,1993-04-17,1993-05-27,1993-05-11,DELIVER IN PERSON,AIR, carefully pending pi
238,226,1180,89,5,2,2162.36,0.07,0.02,R,F,1993-03-26,1993-04-13,1993-04-20,TAKE BACK RETURN,SHIP,al platelets. express somas 
239,226,830,97,6,48,83079.84,0.02,0.0,A,F,1993-06-11,1993-05-15,1993-06-19,NONE,REG AIR,efully silent packages. final deposit
240,226,1180,89,7,14,15136.52,0.09,0.0,R,F,1993-05-20,1993-06-05,1993-05-27,COLLECT COD,MAIL,ep carefully regular accounts. ironic
241,227,1654,78,1,19,29557.35,0.05,0.06,N,O,1995-12-10,1996-01-30,1995-12-26,NONE,RAIL,s cajole furiously a
242,227,1742,69,2,24,39449.76,0.07,0.07,N,O,1996-02-03,1995-12-24,1996-02-12,COLLECT COD,SHIP,uses across the blithe dependencies cajol
243,228,41,67,1,3,2823.12,0.1,0.08,A,F,1993-05-20,1993-04-08,1993-05-26,DELIVER IN PERSON,SHIP,ckages. sly
244,229,836,3,1,20,34736.6,0.02,0.03,R,F,1994-01-11,1994-01-31,1994-01-26,DELIVER IN PERSON,REG AIR,le. instructions use across the quickly fin
245,229,1290,91,2,29,34547.41,0.07,0.0,A,F,1994-03-15,1994-03-02,1994-03-26,COLLECT COD,SHIP,"s, final request"
246,229,786,87,3,28,47229.84,0.02,0.02,R,F,1994-02-10,1994-02-02,1994-03-10,DELIVER IN PERSON,FOB," final, regular requests. platel"
247,229,1770,55,4,3,5015.31,0.02,0.08,R,F,1994-03-22,1994-03-24,1994-04-04,DELIVER IN PERSON,REG AIR,posits. furiously regular theodol
248,229,1552,33,5,33,47967.15,0.03,0.06,R,F,1994-03-25,1994-02-11,1994-04-13,NONE,FOB," deposits; bold, ruthless theodolites"
249,229,1054,90,6,29,27696.45,0.04,0.0,R,F,1994-01-14,1994-02-16,1994-01-22,NONE,FOB,uriously pending 
250,230,1859,46,1,46,80999.1,0.09,0.0,R,F,1994-02-03,1994-01-15,1994-02-23,TAKE BACK RETURN,SHIP,old packages ha
251,230,1950,95,2,6,11111.7,0.03,0.08,A,F,1994-01-26,1994-01-25,1994-02-13,NONE,REG AIR, sleep furiously about the p
252,230,74,50,3,1,974.07,0.07,0.06,R,F,1994-01-22,1994-01-03,1994-02-05,TAKE BACK RETURN,RAIL,"blithely unusual dolphins. bold, ex"
253,230,92,18,4,44,43651.96,0.08,0.06,R,F,1994-02-09,1994-01-18,1994-03-11,NONE,MAIL,deposits integrate slyly sile
254,230,190,69,5,8,8721.52,0.09,0.06,R,F,1993-11-03,1994-01-20,1993-11-11,TAKE BACK RETURN,TRUCK,g the instructions. fluffil
255,230,340,25,6,8,9922.72,0.0,0.05,R,F,1993-11-21,1994-01-05,1993-12-19,TAKE BACK RETURN,FOB,"nal ideas. silent, reg"
256,231,1584,85,1,16,23769.28,0.04,0.08,R,F,1994-11-20,1994-10-29,1994-12-17,TAKE BACK RETURN,AIR,e furiously ironic pinto beans.
257,231,834,34,2,46,79802.18,0.04,0.05,R,F,1994-12-13,1994-12-02,1994-12-14,DELIVER IN PERSON,SHIP,affix blithely. bold requests among the f
258,231,1982,27,3,50,94199.0,0.09,0.01,A,F,1994-12-11,1994-12-14,1994-12-13,NONE,RAIL,onic packages haggle fluffily a
259,231,568,69,4,31,45525.36,0.08,0.02,A,F,1994-11-05,1994-12-27,1994-11-30,TAKE BACK RETURN,SHIP,iously special decoys wake q
260,256,883,17,1,22,39245.36,0.09,0.02,R,F,1994-01-12,1993-12-28,1994-01-26,COLLECT COD,FOB,"ke quickly ironic, ironic deposits. reg"
261,256,1184,57,2,40,43407.2,0.1,0.01,A,F,1993-11-30,1993-12-13,1993-12-02,NONE,FOB,nal theodolites. deposits cajole s
262,256,1292,67,3,45,53698.05,0.02,0.08,R,F,1994-01-14,1994-01-17,1994-02-10,COLLECT COD,SHIP, grouches. ideas wake quickly ar
263,257,1463,64,1,7,9551.22,0.05,0.02,N,O,1998-06-18,1998-05-15,1998-06-27,COLLECT COD,FOB,ackages sleep bold realms. f
264,258,1062,68,1,8,7704.48,0.0,0.07,R,F,1994-01-20,1994-03-21,1994-02-09,NONE,REG AIR,ully about the fluffily silent dependencies
265,258,1962,95,2,40,74558.4,0.1,0.01,A,F,1994-03-13,1994-02-23,1994-04-05,DELIVER IN PERSON,FOB,"silent frets nod daringly busy, bold"
266,258,1618,19,3,45,68382.45,0.07,0.07,R,F,1994-03-04,1994-02-13,1994-03-30,DELIVER IN PERSON,TRUCK,regular excuses-- fluffily ruthl
267,258,1330,69,4,31,38171.23,0.02,0.05,A,F,1994-04-20,1994-03-20,1994-04-28,COLLECT COD,REG AIR, slyly blithely special mul
268,258,360,89,5,25,31509.0,0.08,0.02,A,F,1994-04-13,1994-02-26,1994-04-29,TAKE BACK RETURN,TRUCK,leep pending packages.
269,258,1465,5,6,36,49192.56,0.09,0.04,A,F,1994-01-11,1994-03-04,1994-01-18,DELIVER IN PERSON,AIR,nic asymptotes. slyly silent r
270,259,988,89,1,14,26445.72,0.0,0.08,A,F,1993-12-17,1993-12-09,1993-12-31,COLLECT COD,SHIP,ons against the express acco
271,259,1620,62,2,14,21302.68,0.03,0.05,R,F,1993-11-10,1993-11-20,1993-11-17,DELIVER IN PERSON,FOB,"ully even, regul"
272,259,236,37,3,42,47721.66,0.09,0.0,R,F,1993-10-20,1993-11-18,1993-11-12,NONE,TRUCK,the slyly ironic pinto beans. fi
273,259,1954,87,4,3,5567.85,0.08,0.06,R,F,1993-10-04,1993-11-07,1993-10-14,TAKE BACK RETURN,SHIP,ng slyly at the accounts.
274,259,1923,12,5,6,10949.52,0.0,0.05,R,F,1993-12-05,1993-12-22,1993-12-21,COLLECT COD,TRUCK, requests sleep
275,260,1559,60,1,50,73027.5,0.07,0.08,N,O,1997-03-24,1997-02-09,1997-04-20,TAKE BACK RETURN,REG AIR,c deposits 
276,260,1828,29,2,26,44975.32,0.02,0.07,N,O,1996-12-12,1997-02-06,1996-12-15,NONE,TRUCK,ld theodolites boost fl
277,260,413,1,3,27,35462.07,0.05,0.08,N,O,1997-03-23,1997-02-15,1997-04-22,TAKE BACK RETURN,RAIL,ions according to the
278,260,54,5,4,29,27667.45,0.1,0.06,N,O,1997-03-15,1997-01-14,1997-04-13,NONE,MAIL,fluffily even asymptotes. express wa
279,260,953,22,5,44,81573.8,0.01,0.05,N,O,1997-03-26,1997-02-03,1997-04-19,DELIVER IN PERSON,MAIL,above the blithely ironic instr
280,261,14,65,1,34,31076.34,0.05,0.08,R,F,1993-08-18,1993-09-24,1993-08-20,COLLECT COD,REG AIR,c packages. asymptotes da
281,261,657,58,2,20,31153.0,0.0,0.06,R,F,1993-10-21,1993-08-02,1993-11-04,DELIVER IN PERSON,RAIL,ites hinder 
282,261,1740,25,3,28,45968.72,0.08,0.03,R,F,1993-07-24,1993-08-20,1993-08-05,COLLECT COD,AIR,ironic packages nag slyly. carefully fin
283,261,1185,22,4,49,53222.82,0.04,0.05,R,F,1993-09-12,1993-08-31,1993-10-07,COLLECT COD,SHIP,ions. bold accounts 
284,261,605,99,5,49,73774.4,0.01,0.08,A,F,1993-09-29,1993-09-08,1993-10-01,COLLECT COD,SHIP, pinto beans haggle slyly furiously pending
285,261,970,5,6,20,37419.4,0.06,0.06,A,F,1993-10-15,1993-09-05,1993-11-07,NONE,AIR,"ing to the special, ironic deposi"
286,262,1912,13,1,39,70742.49,0.01,0.05,N,O,1996-01-15,1996-02-18,1996-01-28,COLLECT COD,RAIL,"usual, regular requests"
287,262,601,95,2,33,49552.8,0.09,0.03,N,O,1996-03-10,1996-01-31,1996-03-27,TAKE BACK RETURN,AIR,atelets sleep furiously. requests cajole. b
288,262,587,78,3,35,52065.3,0.05,0.08,N,O,1996-03-12,1996-02-14,1996-04-11,COLLECT COD,MAIL,lites cajole along the pending packag
289,263,240,68,1,22,25085.28,0.06,0.08,R,F,1994-08-24,1994-06-20,1994-09-09,NONE,FOB,efully express fo
290,263,846,13,2,9,15721.56,0.08,0.0,A,F,1994-07-21,1994-07-16,1994-08-08,TAKE BACK RETURN,TRUCK,lms wake bl
291,263,1429,47,3,50,66521.0,0.06,0.04,R,F,1994-08-18,1994-07-31,1994-08-22,NONE,TRUCK,re the packages. special
292,288,507,98,1,31,43632.5,0.0,0.03,N,O,1997-03-17,1997-04-28,1997-04-06,TAKE BACK RETURN,AIR,instructions wa
293,288,1164,1,2,49,52192.84,0.08,0.05,N,O,1997-04-19,1997-05-19,1997-05-18,TAKE BACK RETURN,TRUCK,ic excuses sleep always spe
294,288,989,90,3,36,68039.28,0.02,0.02,N,O,1997-02-22,1997-05-07,1997-03-07,TAKE BACK RETURN,TRUCK,yly pending excu
295,288,785,86,4,19,32029.82,0.07,0.07,N,O,1997-03-14,1997-04-04,1997-03-26,NONE,MAIL,deposits. blithely quick courts ar
296,288,1619,2,5,31,47138.91,0.1,0.04,N,O,1997-05-29,1997-04-24,1997-06-20,TAKE BACK RETURN,RAIL,ns. fluffily
297,289,1733,60,1,25,40868.25,0.07,0.05,N,O,1997-03-18,1997-05-05,1997-04-15,DELIVER IN PERSON,FOB,out the quickly bold theodol
298,289,1118,27,2,6,6114.66,0.06,0.05,N,O,1997-02-18,1997-05-08,1997-03-19,DELIVER IN PERSON,SHIP,d packages use fluffily furiously
299,289,170,23,3,44,47087.48,0.1,0.08,N,O,1997-06-05,1997-04-20,1997-07-02,COLLECT COD,MAIL,ly ironic foxes. asymptotes 
300,289,395,24,4,48,62178.72,0.01,0.08,N,O,1997-03-14,1997-03-30,1997-03-24,DELIVER IN PERSON,RAIL,sits cajole. bold pinto beans x-ray fl
301,289,463,93,5,13,17724.98,0.1,0.03,N,O,1997-06-08,1997-04-06,1997-06-18,TAKE BACK RETURN,REG AIR,ts. quickly bold deposits alongside
302,290,54,5,1,35,33391.75,0.01,0.02,R,F,1994-04-01,1994-02-05,1994-04-27,NONE,MAIL,ove the final foxes detect slyly fluffily
303,290,1290,28,2,2,2382.58,0.05,0.04,A,F,1994-01-30,1994-02-13,1994-02-21,TAKE BACK RETURN,TRUCK,. permanently furious reques
304,290,19,45,3,5,4595.05,0.03,0.05,A,F,1994-01-19,1994-02-24,1994-01-27,NONE,MAIL,ans integrate. requests sleep. fur
305,290,1238,76,4,23,26202.29,0.05,0.08,R,F,1994-03-14,1994-02-21,1994-04-09,NONE,AIR,refully unusual packages. 
306,291,1226,38,1,21,23671.62,0.05,0.07,A,F,1994-05-26,1994-05-10,1994-06-23,COLLECT COD,TRUCK,y quickly regular theodolites. final t
307,291,1374,75,2,19,24232.03,0.08,0.02,R,F,1994-06-14,1994-04-25,1994-06-19,NONE,REG AIR,e. ruthlessly final accounts after the
308,291,609,72,3,30,45288.0,0.1,0.02,R,F,1994-03-22,1994-04-30,1994-03-24,DELIVER IN PERSON,FOB, fluffily regular deposits. quickl
309,292,1536,37,1,8,11500.24,0.1,0.03,R,F,1992-02-18,1992-03-30,1992-03-18,DELIVER IN PERSON,RAIL,sily bold deposits alongside of the ex
310,292,993,94,2,24,45455.76,0.08,0.04,R,F,1992-03-24,1992-03-06,1992-04-20,COLLECT COD,TRUCK," bold, pending theodolites u"
311,293,90,66,1,14,13861.26,0.02,0.05,R,F,1992-10-19,1992-12-23,1992-11-10,DELIVER IN PERSON,SHIP,es. packages above the
312,293,1865,66,2,11,19435.46,0.1,0.04,R,F,1992-12-24,1992-12-01,1993-01-12,COLLECT COD,MAIL, affix carefully quickly special idea
313,293,1173,82,3,13,13964.21,0.04,0.02,A,F,1992-12-17,1992-12-26,1992-12-22,COLLECT COD,RAIL, wake after the quickly even deposits. bli
314,294,597,88,1,31,46425.29,0.0,0.01,R,F,1993-08-06,1993-08-19,1993-08-13,TAKE BACK RETURN,AIR,le fluffily along the quick
315,295,1976,21,1,29,54461.13,0.02,0.07,A,F,1994-11-09,1994-12-08,1994-12-07,COLLECT COD,MAIL,inst the carefully ironic pinto beans. blit
316,295,914,17,2,26,47187.66,0.04,0.03,R,F,1994-12-13,1994-11-30,1995-01-06,DELIVER IN PERSON,AIR,ts above the slyly regular requests x-ray q
317,295,153,80,3,8,8425.2,0.1,0.07,R,F,1995-01-13,1994-11-17,1995-01-25,NONE,TRUCK, final instructions h
318,295,607,39,4,26,39197.6,0.1,0.04,A,F,1995-01-12,1994-11-22,1995-01-22,DELIVER IN PERSON,MAIL, carefully iron
319,320,45,21,1,30,28351.2,0.05,0.01,N,O,1997-12-04,1998-01-21,1997-12-13,NONE,RAIL," ironic, final accounts wake quick de"
320,320,1922,67,2,13,23710.96,0.03,0.0,N,O,1997-12-16,1997-12-26,1997-12-17,TAKE BACK RETURN,AIR,he furiously regular pinto beans. car
321,321,4,80,1,21,18984.0,0.01,0.08,A,F,1993-07-18,1993-04-24,1993-08-13,TAKE BACK RETURN,REG AIR,hockey players sleep slyly sl
322,321,1405,84,2,41,53562.4,0.08,0.07,R,F,1993-06-21,1993-06-07,1993-07-09,NONE,REG AIR,special packages shall have to doze blit
323,322,1525,6,1,12,17118.24,0.08,0.07,A,F,1992-06-29,1992-05-30,1992-07-11,NONE,AIR,ular theodolites promise qu
324,322,437,38,2,48,64196.64,0.02,0.07,A,F,1992-06-11,1992-06-16,1992-06-26,COLLECT COD,RAIL,dolites detect qu
325,322,127,6,3,20,20542.4,0.04,0.01,R,F,1992-04-26,1992-05-04,1992-05-22,DELIVER IN PERSON,MAIL,ckly toward 
326,322,1833,77,4,10,17348.3,0.06,0.03,R,F,1992-04-12,1992-05-13,1992-04-14,DELIVER IN PERSON,AIR, deposits grow slyly according to th
327,322,117,96,5,35,35598.85,0.07,0.06,A,F,1992-07-17,1992-05-03,1992-08-14,TAKE BACK RETURN,RAIL,egular accounts cajole carefully. even d
328,322,334,91,6,3,3702.99,0.08,0.05,A,F,1992-07-03,1992-05-10,1992-07-28,NONE,AIR,"ending, ironic deposits along the blith"
329,322,375,60,7,5,6376.85,0.01,0.02,A,F,1992-04-15,1992-05-12,1992-04-26,COLLECT COD,REG AIR, special grouches sleep quickly instructio
330,323,1637,61,1,50,76931.5,0.05,0.04,A,F,1994-04-20,1994-04-25,1994-05-12,DELIVER IN PERSON,REG AIR,cial requests 
331,323,952,87,2,18,33353.1,0.06,0.07,R,F,1994-04-13,1994-06-02,1994-05-10,DELIVER IN PERSON,TRUCK,posits cajole furiously pinto beans. 
332,323,1428,29,3,9,11964.78,0.07,0.04,A,F,1994-06-26,1994-06-10,1994-07-13,COLLECT COD,TRUCK,"nic accounts. regular, regular pack"
333,324,1995,84,1,26,49321.74,0.07,0.01,R,F,1992-04-19,1992-05-28,1992-05-12,DELIVER IN PERSON,RAIL,ross the slyly regular s
334,325,1588,9,1,34,50645.72,0.09,0.04,A,F,1993-10-28,1993-12-13,1993-11-17,TAKE BACK RETURN,MAIL,ly bold deposits. always iron
335,325,1852,96,2,5,8769.25,0.07,0.08,A,F,1994-01-02,1994-01-05,1994-01-04,TAKE BACK RETURN,MAIL, theodolites. 
336,325,188,15,3,35,38086.3,0.07,0.07,A,F,1993-12-06,1994-01-03,1993-12-26,DELIVER IN PERSON,REG AIR,packages wa
337,326,1791,76,1,41,69404.39,0.06,0.03,N,O,1995-08-30,1995-07-09,1995-09-12,DELIVER IN PERSON,TRUCK,ily quickly bold ideas.
338,326,195,22,2,38,41617.22,0.02,0.08,N,O,1995-09-12,1995-08-23,1995-09-14,COLLECT COD,RAIL,es sleep slyly. carefully regular inst
339,326,1838,25,3,25,43495.75,0.03,0.04,N,O,1995-08-03,1995-07-27,1995-08-16,NONE,AIR,ily furiously unusual accounts. 
340,326,849,16,4,5,8749.2,0.03,0.08,N,O,1995-07-29,1995-07-13,1995-08-12,NONE,REG AIR,deas sleep according to the sometimes spe
341,326,346,3,5,31,38636.54,0.04,0.08,N,O,1995-09-27,1995-07-06,1995-10-22,NONE,TRUCK,cies sleep quick
342,326,1568,89,6,41,60251.96,0.02,0.0,N,O,1995-07-05,1995-07-23,1995-07-20,TAKE BACK RETURN,REG AIR,to beans wake before the furiously re
343,326,422,52,7,47,62153.74,0.04,0.04,N,O,1995-09-16,1995-07-04,1995-10-04,NONE,REG AIR, special accounts sleep 
344,327,1436,54,1,16,21398.88,0.03,0.01,N,O,1995-07-05,1995-06-07,1995-07-09,TAKE BACK RETURN,TRUCK,cial ideas sleep af
345,327,418,48,2,9,11865.69,0.09,0.05,A,F,1995-05-24,1995-07-11,1995-06-05,NONE,AIR, asymptotes are fu
346,352,638,39,1,17,26156.71,0.07,0.05,R,F,1994-06-02,1994-05-31,1994-06-29,NONE,FOB,pending deposits sleep furiously 
347,353,1194,67,1,41,44902.79,0.0,0.06,A,F,1994-03-25,1994-03-31,1994-03-30,DELIVER IN PERSON,AIR,refully final theodoli
348,353,1476,77,2,29,39946.63,0.09,0.0,A,F,1994-01-11,1994-03-19,1994-02-09,COLLECT COD,FOB,ctions impr
349,353,1344,59,3,12,14944.08,0.06,0.01,R,F,1994-01-02,1994-03-26,1994-01-19,DELIVER IN PERSON,RAIL,g deposits cajole 
350,353,771,36,4,46,76901.42,0.0,0.04,A,F,1994-04-14,1994-01-31,1994-05-05,DELIVER IN PERSON,FOB, ironic dolphins 
351,353,1169,42,5,9,9631.44,0.02,0.02,A,F,1994-03-15,1994-03-20,1994-03-18,TAKE BACK RETURN,RAIL,ual accounts! carefu
352,353,1027,28,6,39,36192.78,0.02,0.05,A,F,1994-01-15,1994-03-30,1994-02-01,NONE,MAIL,losely quickly even accounts. c
353,354,495,25,1,14,19536.86,0.08,0.04,N,O,1996-04-12,1996-06-03,1996-05-08,NONE,SHIP,quickly regular grouches will eat. careful
354,354,1939,72,2,24,44182.32,0.01,0.01,N,O,1996-05-08,1996-05-17,1996-06-07,DELIVER IN PERSON,AIR,"y silent requests. regular, even accounts"
355,354,582,83,3,50,74129.0,0.08,0.05,N,O,1996-03-21,1996-05-20,1996-04-04,COLLECT COD,TRUCK,to beans s
356,354,1067,73,4,7,6776.42,0.06,0.01,N,O,1996-05-07,1996-04-18,1996-05-24,NONE,MAIL,ously idly ironic accounts-- quickl
357,354,306,7,5,18,21713.4,0.04,0.08,N,O,1996-03-31,1996-05-13,1996-04-27,DELIVER IN PERSON,RAIL, about the carefully unusual 
358,354,611,43,6,36,54417.96,0.03,0.02,N,O,1996-03-19,1996-05-29,1996-03-30,NONE,AIR,onic requests thrash bold g
359,354,47,98,7,14,13258.56,0.01,0.07,N,O,1996-07-06,1996-06-08,1996-07-10,TAKE BACK RETURN,MAIL,"t thinly above the ironic, "
360,355,1140,13,1,31,32275.34,0.09,0.07,A,F,1994-07-13,1994-08-18,1994-07-18,DELIVER IN PERSON,FOB,"y unusual, ironic"
361,355,961,64,2,41,76340.36,0.05,0.0,A,F,1994-08-15,1994-07-19,1994-09-06,DELIVER IN PERSON,TRUCK, deposits. carefully r
362,356,453,54,1,4,5413.8,0.1,0.01,A,F,1994-07-28,1994-08-01,1994-08-04,DELIVER IN PERSON,REG AIR," the dependencies nod unusual, final ac"
363,356,1075,46,2,48,46851.36,0.02,0.03,R,F,1994-08-12,1994-07-31,1994-08-26,NONE,FOB,unusual packages. furiously 
364,356,1181,18,3,35,37876.3,0.08,0.07,R,F,1994-10-14,1994-07-31,1994-10-23,COLLECT COD,TRUCK,"s. unusual, final"
